datetime,electricity_demand_mwh,datetime_string,temperature_2m_c,hour,day,month,year,day_of_week,is_weekend
2022-01-01 05:00:00,-0.647032971385954,2022-01-01 05:00:00+00:00,-0.0005433900644867608,5,1,1,2022,5,1
2022-01-01 06:00:00,-0.8990725245315839,2022-01-01 06:00:00+00:00,-0.0005433900644867608,6,1,1,2022,5,1
2022-01-01 07:00:00,-1.1225501681323797,2022-01-01 07:00:00+00:00,0.0056880006033704165,7,1,1,2022,5,1
2022-01-01 08:00:00,-1.2950795406532014,2022-01-01 08:00:00+00:00,0.02438192335380795,8,1,1,2022,5,1
2022-01-01 09:00:00,-1.4019937155710263,2022-01-01 09:00:00+00:00,0.030613251708381743,9,1,1,2022,5,1
2022-01-01 10:00:00,-1.4448365798882772,2022-01-01 10:00:00+00:00,0.05553856512667645,10,1,1,2022,5,1
2022-01-01 11:00:00,-1.4066253765782966,2022-01-01 11:00:00+00:00,0.06800128414910742,11,1,1,2022,5,1
2022-01-01 12:00:00,-1.2881320491422958,2022-01-01 12:00:00+00:00,0.09915792592197592,12,1,1,2022,5,1
2022-01-01 13:00:00,-1.1611473431929662,2022-01-01 13:00:00+00:00,0.13031456769484442,13,1,1,2022,5,1
2022-01-01 14:00:00,-1.0117762757084965,2022-01-01 14:00:00+00:00,0.12408317702698725,14,1,1,2022,5,1
2022-01-01 15:00:00,-0.7967900106210296,2022-01-01 15:00:00+00:00,0.030613251708381743,15,1,1,2022,5,1
2022-01-01 16:00:00,-0.5794879150299276,2022-01-01 16:00:00+00:00,-0.05662528294236659,16,1,1,2022,5,1
2022-01-01 17:00:00,-0.4305028192960636,2022-01-01 17:00:00+00:00,-0.10024464373766606,17,1,1,2022,5,1
2022-01-01 18:00:00,-0.32436058787945066,2022-01-01 18:00:00+00:00,-0.15632659892882927,18,1,1,2022,5,1
2022-01-01 19:00:00,-0.2907810455767404,2022-01-01 19:00:00+00:00,-0.14386381759311492,19,1,1,2022,5,1
2022-01-01 20:00:00,-0.30158825459370464,2022-01-01 20:00:00+00:00,-0.20617710113885193,20,1,1,2022,5,1
2022-01-01 21:00:00,-0.23597305699070756,2022-01-01 21:00:00+00:00,-0.23733374291172044,21,1,1,2022,5,1
2022-01-01 22:00:00,0.0013995696318994933,2022-01-01 22:00:00+00:00,-0.2871844943748771,22,1,1,2022,5,1
2022-01-01 23:00:00,0.25112329227389424,2022-01-01 23:00:00+00:00,-0.32457246450231914,23,1,1,2022,5,1
2022-01-02 00:00:00,0.20364876694937284,2022-01-02 00:00:00+00:00,-0.23110253918371362,0,2,1,2022,6,1
2022-01-02 01:00:00,0.07087448474095522,2022-01-02 01:00:00+00:00,-0.31834113614774556,1,2,1,2022,6,1
2022-01-02 02:00:00,-0.07270700648442661,2022-01-02 02:00:00+00:00,-0.36196031000319445,2,2,1,2022,6,1
2022-01-02 03:00:00,-0.26376302303432986,2022-01-02 03:00:00+00:00,-0.3993484047572036,3,2,1,2022,6,1
2022-01-02 04:00:00,-0.5088550846690543,2022-01-02 04:00:00+00:00,-0.4055797331117773,4,2,1,2022,6,1
2022-01-02 05:00:00,-0.8048954173837528,2022-01-02 05:00:00+00:00,-0.38065441969348257,5,2,1,2022,6,1
2022-01-02 06:00:00,-1.0596367727836238,2022-01-02 06:00:00+00:00,-0.4180423898209248,6,2,1,2022,6,1
2022-01-02 07:00:00,-1.2464471000768624,2022-01-02 07:00:00+00:00,-0.3744230913389088,7,2,1,2022,6,1
2022-01-02 08:00:00,-1.3576069642513517,2022-01-02 08:00:00+00:00,-0.2497965242474348,8,2,1,2022,6,1
2022-01-02 09:00:00,-1.422450218353137,2022-01-02 09:00:00+00:00,-0.1189385664881036,9,2,1,2022,6,1
2022-01-02 10:00:00,-1.4259239641085897,2022-01-02 10:00:00+00:00,-0.09401331538309227,10,2,1,2022,6,1
2022-01-02 11:00:00,-1.3444839247307523,2022-01-02 11:00:00+00:00,-0.10024464373766606,11,2,1,2022,6,1
2022-01-02 12:00:00,-1.179288015471442,2022-01-02 12:00:00+00:00,0.08046387854497139,12,2,1,2022,6,1
2022-01-02 13:00:00,-0.9751089594009393,2022-01-02 13:00:00+00:00,-0.00677471841906055,13,2,1,2022,6,1
2022-01-02 14:00:00,-0.7446838242892379,2022-01-02 14:00:00+00:00,-0.03793136019192905,14,2,1,2022,6,1
2022-01-02 15:00:00,-0.48531080788209646,2022-01-02 15:00:00+00:00,-0.05662528294236659,15,2,1,2022,6,1
2022-01-02 16:00:00,-0.22323598922071403,2022-01-02 16:00:00+00:00,-0.09401331538309227,16,2,1,2022,6,1
2022-01-02 17:00:00,-0.04453106869019846,2022-01-02 17:00:00+00:00,-0.09401331538309227,17,2,1,2022,6,1
2022-01-02 18:00:00,0.054663671215508886,2022-01-02 18:00:00+00:00,-0.0005433900644867608,18,2,1,2022,6,1
2022-01-02 19:00:00,0.0577514452203558,2022-01-02 19:00:00+00:00,-0.05662528294236659,19,2,1,2022,6,1
2022-01-02 20:00:00,0.09248890277488367,2022-01-02 20:00:00+00:00,-0.11270717582024642,20,2,1,2022,6,1
2022-01-02 21:00:00,0.1851221229202913,2022-01-02 21:00:00+00:00,-0.13140128551053457,21,2,1,2022,6,1
2022-01-02 22:00:00,0.4699692748674198,2022-01-02 22:00:00+00:00,-0.1189385664881036,22,2,1,2022,6,1
2022-01-02 23:00:00,0.8026769238896755,2022-01-02 23:00:00+00:00,-0.23733374291172044,23,2,1,2022,6,1
2022-01-03 00:00:00,0.7872380538654409,2022-01-03 00:00:00+00:00,-0.2871844943748771,0,3,1,2022,0,0
2022-01-03 01:00:00,0.6644990371727758,2022-01-03 01:00:00+00:00,-0.27472177535244613,1,3,1,2022,0,0
2022-01-03 02:00:00,0.4908117494001365,2022-01-03 02:00:00+00:00,-0.29964702645745744,2,3,1,2022,0,0
2022-01-03 03:00:00,0.25112329227389424,2022-01-03 03:00:00+00:00,-0.2124084918067091,3,3,1,2022,0,0
2022-01-03 04:00:00,-0.08930379176047881,2022-01-03 04:00:00+00:00,-0.3058784171253146,4,3,1,2022,0,0
2022-01-03 05:00:00,-0.42432727128636977,2022-01-03 05:00:00+00:00,-0.32457246450231914,5,3,1,2022,0,0
2022-01-03 06:00:00,-0.6613139261583709,2022-01-03 06:00:00+00:00,-0.3681917006710516,6,3,1,2022,0,0
2022-01-03 07:00:00,-0.8114569371440525,2022-01-03 07:00:00+00:00,-0.3744230913389088,7,3,1,2022,0,0
2022-01-03 08:00:00,-0.8801599087518965,2022-01-03 08:00:00+00:00,-0.4305050465300721,8,3,1,2022,0,0
2022-01-03 09:00:00,-0.8600893777203915,2022-01-03 09:00:00+00:00,-0.3681917006710516,9,3,1,2022,0,0
2022-01-03 10:00:00,-0.7404381350325733,2022-01-03 10:00:00+00:00,-0.3432664495660403,10,3,1,2022,0,0
2022-01-03 11:00:00,-0.4204675537803111,2022-01-03 11:00:00+00:00,-0.2809531660203033,11,3,1,2022,0,0
2022-01-03 12:00:00,0.13340190833910537,2022-01-03 12:00:00+00:00,-0.2124084918067091,12,3,1,2022,0,0
2022-01-03 13:00:00,0.6286036643664303,2022-01-03 13:00:00+00:00,-0.17502045936598343,13,3,1,2022,0,0
2022-01-03 14:00:00,0.9018716637953829,2022-01-03 14:00:00+00:00,-0.2435651335795776,14,3,1,2022,0,0
2022-01-03 15:00:00,1.0971733696019506,2022-01-03 15:00:00+00:00,-0.3308036682303259,15,3,1,2022,0,0
2022-01-03 16:00:00,1.2442286065827852,2022-01-03 16:00:00+00:00,-0.38065441969348257,16,3,1,2022,0,0
2022-01-03 17:00:00,1.2920891036579125,2022-01-03 17:00:00+00:00,-0.4180423898209248,17,3,1,2022,0,0
2022-01-03 18:00:00,1.3098438041857823,2022-01-03 18:00:00+00:00,-0.4928183300758091,18,3,1,2022,0,0
2022-01-03 19:00:00,1.2917031319073067,2022-01-03 19:00:00+00:00,-0.5239749718486776,19,3,1,2022,0,0
2022-01-03 20:00:00,1.2967207646651828,2022-01-03 20:00:00+00:00,-0.5426689569123988,20,3,1,2022,0,0
2022-01-03 21:00:00,1.373915114786356,2022-01-03 21:00:00+00:00,-0.5862882553944146,21,3,1,2022,0,0
2022-01-03 22:00:00,1.6213230069247155,2022-01-03 22:00:00+00:00,-0.6299076037270573,22,3,1,2022,0,0
2022-01-03 23:00:00,1.9648378649639355,2022-01-03 23:00:00+00:00,-0.5800569644278111,23,3,1,2022,0,0
2022-01-04 00:00:00,1.9015384978645735,2022-01-04 00:00:00+00:00,-0.47412439486271485,0,4,1,2022,1,0
2022-01-04 01:00:00,1.7282371818425402,2022-01-04 01:00:00+00:00,-0.5115123151395302,1,4,1,2022,1,0
2022-01-04 02:00:00,1.5371811652926368,2022-01-04 02:00:00+00:00,-0.5364376784084518,2,4,1,2022,1,0
2022-01-04 03:00:00,1.207947262025834,2022-01-04 03:00:00+00:00,-0.6299076037270573,3,4,1,2022,1,0
2022-01-04 04:00:00,0.7853081951124116,2022-01-04 04:00:00+00:00,-0.6797581807130202,4,4,1,2022,1,0
2022-01-04 05:00:00,0.3842835462329177,2022-01-04 05:00:00+00:00,-0.6797581807130202,5,4,1,2022,1,0
2022-01-04 06:00:00,0.11989289706790009,2022-01-04 06:00:00+00:00,-0.6610642454999258,6,4,1,2022,1,0
2022-01-04 07:00:00,-0.048776757946862974,2022-01-04 07:00:00+00:00,-0.6361388822310042,7,4,1,2022,1,0
2022-01-04 08:00:00,-0.1580067633683228,2022-01-04 08:00:00+00:00,-0.6112136062006795,8,4,1,2022,1,0
2022-01-04 09:00:00,-0.18656867291315682,2022-01-04 09:00:00+00:00,-0.5551316136215462,9,4,1,2022,1,0
2022-01-04 10:00:00,-0.11284806854743659,2022-01-04 10:00:00+00:00,-0.5177436808820741,10,4,1,2022,1,0
2022-01-04 11:00:00,0.19245558618180272,2022-01-04 11:00:00+00:00,-0.4928183300758091,11,4,1,2022,1,0
2022-01-04 12:00:00,0.7061839862382092,2022-01-04 12:00:00+00:00,-0.5862882553944146,12,4,1,2022,1,0
2022-01-04 13:00:00,1.1311388836552667,2022-01-04 13:00:00+00:00,-0.5800569644278111,13,4,1,2022,1,0
2022-01-04 14:00:00,1.258895533105808,2022-01-04 14:00:00+00:00,-0.5987509619541889,14,4,1,2022,1,0
2022-01-04 15:00:00,1.1982979682606874,2022-01-04 15:00:00+00:00,-0.6174448971672831,15,4,1,2022,1,0
2022-01-04 16:00:00,1.0755589515680222,2022-01-04 16:00:00+00:00,-0.6984521657767413,16,4,1,2022,1,0
2022-01-04 17:00:00,0.9763642116623148,2022-01-04 17:00:00+00:00,-0.7171461508404623,17,4,1,2022,1,0
2022-01-04 18:00:00,0.8725378107493371,2022-01-04 18:00:00+00:00,-0.6984521657767413,18,4,1,2022,1,0
2022-01-04 19:00:00,0.8262212006766333,2022-01-04 19:00:00+00:00,-0.6859895090675938,19,4,1,2022,1,0
2022-01-04 20:00:00,0.8574849124757083,2022-01-04 20:00:00+00:00,-0.6610642454999258,20,4,1,2022,1,0
2022-01-04 21:00:00,1.0276984544928949,2022-01-04 21:00:00+00:00,-0.7296088075496098,21,4,1,2022,1,0
2022-01-04 22:00:00,1.365037764522421,2022-01-04 22:00:00+00:00,-0.7981534568378906,22,4,1,2022,1,0
2022-01-04 23:00:00,1.7842030856803905,2022-01-04 23:00:00+00:00,-0.891623344768526,23,4,1,2022,1,0
2022-01-05 00:00:00,1.7155001140725465,2022-01-05 00:00:00+00:00,-0.8666980313502312,0,5,1,2022,2,0
2022-01-05 01:00:00,1.5472164308083893,2022-01-05 01:00:00+00:00,-0.9975559267962788,1,5,1,2022,2,0
2022-01-05 02:00:00,1.2839836968951894,2022-01-05 02:00:00+00:00,-0.9290113148959682,2,5,1,2022,2,0
2022-01-05 03:00:00,0.9451004998632397,2022-01-05 03:00:00+00:00,-0.9040860014776734,3,5,1,2022,2,0
2022-01-05 04:00:00,0.5155139414389118,2022-01-05 04:00:00+00:00,-0.9227799865413945,4,5,1,2022,2,0
2022-01-05 05:00:00,0.09673459203154819,2022-01-05 05:00:00+00:00,-0.9414739716051156,5,5,1,2022,2,0
2022-01-05 06:00:00,-0.17884923790103952,2022-01-05 06:00:00+00:00,-0.9913245984417053,6,5,1,2022,2,0
2022-01-05 07:00:00,-0.36218581943882544,2022-01-05 07:00:00+00:00,-1.0723318545885066,7,5,1,2022,2,0
2022-01-05 08:00:00,-0.48685469488451993,2022-01-05 08:00:00+00:00,-1.0598692103420158,8,5,1,2022,2,0
2022-01-05 09:00:00,-0.5084691129184483,2022-01-05 09:00:00+00:00,-1.01624991186,9,5,1,2022,2,0
2022-01-05 10:00:00,-0.45404709608302135,2022-01-05 10:00:00+00:00,-0.9477052874970325,10,5,1,2022,2,0
2022-01-05 11:00:00,-0.21281475195435565,2022-01-05 11:00:00+00:00,-0.9040860014776734,11,5,1,2022,2,0
2022-01-05 12:00:00,0.2696499363029758,2022-01-05 12:00:00+00:00,-0.8978546731230997,12,5,1,2022,2,0
2022-01-05 13:00:00,0.7088857884924503,2022-01-05 13:00:00+00:00,-0.8106160761590678,13,5,1,2022,2,0
2022-01-05 14:00:00,0.8802572457614544,2022-01-05 14:00:00+00:00,-0.8480040961371369,14,5,1,2022,2,0
2022-01-05 15:00:00,0.9802239291683735,2022-01-05 15:00:00+00:00,-0.9103173298322471,15,5,1,2022,2,0
2022-01-05 16:00:00,1.0713132623113577,2022-01-05 16:00:00+00:00,-0.9165486457241641,16,5,1,2022,2,0
2022-01-05 17:00:00,1.0890679628392275,2022-01-05 17:00:00+00:00,-0.9040860014776734,17,5,1,2022,2,0
2022-01-05 18:00:00,1.061663968546211,2022-01-05 18:00:00+00:00,-0.8791606880593786,18,5,1,2022,2,0
2022-01-05 19:00:00,0.973276437657468,2022-01-05 19:00:00+00:00,-0.9352426432505418,19,5,1,2022,2,0
2022-01-05 20:00:00,0.9354512060980932,2022-01-05 20:00:00+00:00,-0.9352426432505418,20,5,1,2022,2,0
2022-01-05 21:00:00,0.9705746354032269,2022-01-05 21:00:00+00:00,-0.9103173298322471,21,5,1,2022,2,0
2022-01-05 22:00:00,1.1674202282122181,2022-01-05 22:00:00+00:00,-0.9227799865413945,22,5,1,2022,2,0
2022-01-05 23:00:00,1.4333547643796591,2022-01-05 23:00:00+00:00,-1.0100185710427696,23,5,1,2022,2,0
2022-01-06 00:00:00,1.3291423917160756,2022-01-06 00:00:00+00:00,-1.078563195405737,0,6,1,2022,3,0
2022-01-06 01:00:00,1.1319108271564784,2022-01-06 01:00:00+00:00,-1.0910258521148843,1,6,1,2022,3,0
2022-01-06 02:00:00,0.8628885169841904,2022-01-06 02:00:00+00:00,-1.1284138222423266,2,6,1,2022,3,0
2022-01-06 03:00:00,0.54368987923314,2022-01-06 03:00:00+00:00,-1.2281150759155057,3,6,1,2022,3,0
2022-01-06 04:00:00,0.1341738518403171,2022-01-06 04:00:00+00:00,-1.2904283632000397,4,6,1,2022,3,0
2022-01-06 05:00:00,-0.24832415301009525,2022-01-06 05:00:00+00:00,-1.4088236006906745,5,6,1,2022,3,0
2022-01-06 06:00:00,-0.5019075931581487,2022-01-06 06:00:00+00:00,-1.5147561677632393,6,6,1,2022,3,0
2022-01-06 07:00:00,-0.6616998979089768,2022-01-06 07:00:00+00:00,-1.5770694513089765,7,6,1,2022,3,0
2022-01-06 08:00:00,-0.7439118807880261,2022-01-06 08:00:00+00:00,-1.5396814936441907,8,6,1,2022,3,0
2022-01-06 09:00:00,-0.7639824118195311,2022-01-06 09:00:00+00:00,-1.4150549265527168,9,6,1,2022,3,0
2022-01-06 10:00:00,-0.6647876719138237,2022-01-06 10:00:00+00:00,-1.3091223445249638,10,6,1,2022,3,0
2022-01-06 11:00:00,-0.34944875166883194,2022-01-06 11:00:00+00:00,-1.2031897500345543,11,6,1,2022,3,0
2022-01-06 12:00:00,0.1862800381721089,2022-01-06 12:00:00+00:00,-1.041175212815638,12,6,1,2022,3,0
2022-01-06 13:00:00,0.6120068790903781,2022-01-06 13:00:00+00:00,-1.0287125685691474,13,6,1,2022,3,0
2022-01-06 14:00:00,0.8208175961681512,2022-01-06 14:00:00+00:00,-1.122182493887753,14,6,1,2022,3,0
2022-01-06 15:00:00,0.8895205677759952,2022-01-06 15:00:00+00:00,-1.5085248518713221,15,6,1,2022,3,0
2022-01-06 16:00:00,0.9080472118050767,2022-01-06 16:00:00+00:00,-1.6518454040265174,16,6,1,2022,3,0
2022-01-06 17:00:00,0.8767835000060016,2022-01-06 17:00:00+00:00,-1.745315329345123,17,6,1,2022,3,0
2022-01-06 18:00:00,0.7775887601002943,2022-01-06 18:00:00+00:00,-1.683002045799386,18,6,1,2022,3,0
2022-01-06 19:00:00,0.778360703601506,2022-01-06 19:00:00+00:00,-1.6144574338990754,19,6,1,2022,3,0
2022-01-06 20:00:00,0.801519008637858,2022-01-06 20:00:00+00:00,-1.620688762253649,20,6,1,2022,3,0
2022-01-06 21:00:00,0.950118132621116,2022-01-06 21:00:00+00:00,-1.6331514065001396,21,6,1,2022,3,0
2022-01-06 22:00:00,1.2612113636094433,2022-01-06 22:00:00+00:00,-1.620688762253649,22,6,1,2022,3,0
2022-01-06 23:00:00,1.5931470691304874,2022-01-06 23:00:00+00:00,-1.6082260930818448,23,6,1,2022,3,0
2022-01-07 00:00:00,1.5213563235177965,2022-01-07 00:00:00+00:00,-1.5583754787079118,0,7,1,2022,4,0
2022-01-07 01:00:00,1.344967233490916,2022-01-07 01:00:00+00:00,-1.5583754787079118,1,7,1,2022,4,0
2022-01-07 02:00:00,1.1199457028876967,2022-01-07 02:00:00+00:00,-1.5708381354170593,2,7,1,2022,4,0
2022-01-07 03:00:00,0.8173438504126984,2022-01-07 03:00:00+00:00,-1.5521441503533384,3,7,1,2022,4,0
2022-01-07 04:00:00,0.4066699077680579,2022-01-07 04:00:00+00:00,-1.5521441503533384,4,7,1,2022,4,0
2022-01-07 05:00:00,0.03845285769006255,2022-01-07 05:00:00+00:00,-1.502293518531686,5,7,1,2022,4,0
2022-01-07 06:00:00,-0.22593779147495507,2022-01-07 06:00:00+00:00,-1.4773682138372508,6,7,1,2022,4,0
2022-01-07 07:00:00,-0.3872739832282067,2022-01-07 07:00:00+00:00,-1.4711368817438801,7,7,1,2022,4,0
2022-01-07 08:00:00,-0.4799072033736143,2022-01-07 08:00:00+00:00,-1.402592271089835,8,7,1,2022,4,0
2022-01-07 09:00:00,-0.4934162146448196,2022-01-07 09:00:00+00:00,-1.265503046042948,9,7,1,2022,4,0
2022-01-07 10:00:00,-0.4061865990078941,2022-01-07 10:00:00+00:00,-1.1471078073060479,10,7,1,2022,4,0
2022-01-07 11:00:00,-0.146041639099541,2022-01-07 11:00:00+00:00,-1.0598692103420158,11,7,1,2022,4,0
2022-01-07 12:00:00,0.3055453091093212,2022-01-07 12:00:00+00:00,-1.078563195405737,12,7,1,2022,4,0
2022-01-07 13:00:00,0.7235527150154731,2022-01-07 13:00:00+00:00,-1.0598692103420158,13,7,1,2022,4,0
2022-01-07 14:00:00,0.9833117031732204,2022-01-07 14:00:00+00:00,-1.0972571804694582,14,7,1,2022,4,0
2022-01-07 15:00:00,1.153525245190407,2022-01-07 15:00:00+00:00,-1.122182493887753,15,7,1,2022,4,0
2022-01-07 16:00:00,1.253491928597326,2022-01-07 16:00:00+00:00,-1.1782644490789163,16,7,1,2022,4,0
2022-01-07 17:00:00,1.2554217873503553,2022-01-07 17:00:00+00:00,-1.1844957774334899,17,7,1,2022,4,0
2022-01-07 18:00:00,1.239210973824909,2022-01-07 18:00:00+00:00,-1.1782644490789163,18,7,1,2022,4,0
2022-01-07 19:00:00,1.2318775105633974,2022-01-07 19:00:00+00:00,-1.2031897500345543,19,7,1,2022,4,0
2022-01-07 20:00:00,1.219140442793404,2022-01-07 20:00:00+00:00,-1.2592717214271714,20,7,1,2022,4,0
2022-01-07 21:00:00,1.2577376178539905,2022-01-07 21:00:00+00:00,-1.2530403893338007,21,7,1,2022,4,0
2022-01-07 22:00:00,1.462688617425705,2022-01-07 22:00:00+00:00,-1.2468090609792268,22,7,1,2022,4,0
2022-01-07 23:00:00,1.7872908596852375,2022-01-07 23:00:00+00:00,-1.3278163295886851,23,7,1,2022,4,0
2022-01-08 00:00:00,1.731324955847387,2022-01-08 00:00:00+00:00,-1.3028910161703904,0,8,1,2022,5,1
2022-01-08 01:00:00,1.5669009900892885,2022-01-08 01:00:00+00:00,-1.3028910161703904,1,8,1,2022,5,1
2022-01-08 02:00:00,1.356932357759698,2022-01-08 02:00:00+00:00,-1.265503046042948,2,8,1,2022,5,1
2022-01-08 03:00:00,1.0782607538222633,2022-01-08 03:00:00+00:00,-1.2966596878158165,3,8,1,2022,5,1
2022-01-08 04:00:00,0.7293422912745612,2022-01-08 04:00:00+00:00,-1.3340476579432587,4,8,1,2022,5,1
2022-01-08 05:00:00,0.3900731224920057,2022-01-08 05:00:00+00:00,-1.3278163295886851,5,8,1,2022,5,1
2022-01-08 06:00:00,0.11834901006547663,2022-01-08 06:00:00+00:00,-1.371435628070701,6,8,1,2022,5,1
2022-01-08 07:00:00,-0.04684689919383365,2022-01-08 07:00:00+00:00,-1.452442896680159,7,8,1,2022,5,1
2022-01-08 08:00:00,-0.15067330010681138,2022-01-08 08:00:00+00:00,-1.402592271089835,8,8,1,2022,5,1
2022-01-08 09:00:00,-0.1881125599155803,2022-01-08 09:00:00+00:00,-1.284197031106669,9,8,1,2022,5,1
2022-01-08 10:00:00,-0.1711298028889222,2022-01-08 10:00:00+00:00,-1.1782644490789163,10,8,1,2022,5,1
2022-01-08 11:00:00,-0.039127464181716344,2022-01-08 11:00:00+00:00,-1.0847945237603107,11,8,1,2022,5,1
2022-01-08 12:00:00,0.22410526973148368,2022-01-08 12:00:00+00:00,-1.1159511655331793,12,8,1,2022,5,1
2022-01-08 13:00:00,0.49119772115074234,2022-01-08 13:00:00+00:00,-1.0349438969237212,13,8,1,2022,5,1
2022-01-08 14:00:00,0.7223947997636556,2022-01-08 14:00:00+00:00,-1.0536378819874423,14,8,1,2022,5,1
2022-01-08 15:00:00,0.8277650876790568,2022-01-08 15:00:00+00:00,-1.2530403893338007,15,8,1,2022,5,1
2022-01-08 16:00:00,0.8285370311802684,2022-01-08 16:00:00+00:00,-1.3776669565499013,16,8,1,2022,5,1
2022-01-08 17:00:00,0.7625358618266656,2022-01-08 17:00:00+00:00,-1.3838982850291013,17,8,1,2022,5,1
2022-01-08 18:00:00,0.6583234891630819,2022-01-08 18:00:00+00:00,-1.4150549265527168,18,8,1,2022,5,1
2022-01-08 19:00:00,0.5772694215358503,2022-01-08 19:00:00+00:00,-1.4711368817438801,19,8,1,2022,5,1
2022-01-08 20:00:00,0.5761115062840327,2022-01-08 20:00:00+00:00,-1.4898308668076012,20,8,1,2022,5,1
2022-01-08 21:00:00,0.6884292857103395,2022-01-08 21:00:00+00:00,-1.5085248518713221,21,8,1,2022,5,1
2022-01-08 22:00:00,0.9829257314226145,2022-01-08 22:00:00+00:00,-1.5521441503533384,22,8,1,2022,5,1
2022-01-08 23:00:00,1.4098104875927013,2022-01-08 23:00:00+00:00,-1.5770694513089765,23,8,1,2022,5,1
2022-01-09 00:00:00,1.422547555362695,2022-01-09 00:00:00+00:00,-1.4711368817438801,0,9,1,2022,6,1
2022-01-09 01:00:00,1.2808959228903425,2022-01-09 01:00:00+00:00,-1.502293518531686,1,9,1,2022,6,1
2022-01-09 02:00:00,1.1145420983792145,2022-01-09 02:00:00+00:00,-1.5396814936441907,2,9,1,2022,6,1
2022-01-09 03:00:00,0.8848889067687248,2022-01-09 03:00:00+00:00,-1.5521441503533384,3,9,1,2022,6,1
2022-01-09 04:00:00,0.5668481842694919,2022-01-09 04:00:00+00:00,-1.4835995384530276,4,9,1,2022,6,1
2022-01-09 05:00:00,0.24571968776541211,2022-01-09 05:00:00+00:00,-1.4960621951621749,5,9,1,2022,6,1
2022-01-09 06:00:00,-0.06344368446988585,2022-01-09 06:00:00+00:00,-1.4835995384530276,6,9,1,2022,6,1
2022-01-09 07:00:00,-0.2765000908043234,2022-01-09 07:00:00+00:00,-1.433748911616438,7,9,1,2022,6,1
2022-01-09 08:00:00,-0.42973087579485186,2022-01-09 08:00:00+00:00,-1.3838982850291013,8,9,1,2022,6,1
2022-01-09 09:00:00,-0.5138727174269304,2022-01-09 09:00:00+00:00,-1.2717343743975218,9,9,1,2022,6,1
2022-01-09 10:00:00,-0.5300835309523768,2022-01-09 10:00:00+00:00,-1.190727093325407,10,9,1,2022,6,1
2022-01-09 11:00:00,-0.4667841638530149,2022-01-09 11:00:00+00:00,-1.1097198371786055,11,9,1,2022,6,1
2022-01-09 12:00:00,-0.33362390989399143,2022-01-09 12:00:00+00:00,-1.172033108261686,12,9,1,2022,6,1
2022-01-09 13:00:00,-0.15723481986711108,2022-01-09 13:00:00+00:00,-1.1658017923697688,13,9,1,2022,6,1
2022-01-09 14:00:00,0.06894462598792589,2022-01-09 14:00:00+00:00,-1.1471078073060479,14,9,1,2022,6,1
2022-01-09 15:00:00,0.32986152939749075,2022-01-09 15:00:00+00:00,-1.1595704515525385,15,9,1,2022,6,1
2022-01-09 16:00:00,0.5332686419667817,2022-01-09 16:00:00+00:00,-1.1782644490789163,16,9,1,2022,6,1
2022-01-09 17:00:00,0.6629551501703523,2022-01-09 17:00:00+00:00,-1.1595704515525385,17,9,1,2022,6,1
2022-01-09 18:00:00,0.7463250483012193,2022-01-09 18:00:00+00:00,-1.122182493887753,18,9,1,2022,6,1
2022-01-09 19:00:00,0.7482549070542486,2022-01-09 19:00:00+00:00,-1.1408764664888174,19,9,1,2022,6,1
2022-01-09 20:00:00,0.7409214437927371,2022-01-09 20:00:00+00:00,-1.1658017923697688,20,9,1,2022,6,1
2022-01-09 21:00:00,0.7721851555918122,2022-01-09 21:00:00+00:00,-1.0910258521148843,21,9,1,2022,6,1
2022-01-09 22:00:00,0.964399087393533,2022-01-09 22:00:00+00:00,-1.0287125685691474,22,9,1,2022,6,1
2022-01-09 23:00:00,1.175911606725547,2022-01-09 23:00:00+00:00,-0.9913245984417053,23,9,1,2022,6,1
2022-01-10 00:00:00,1.1095244656213383,2022-01-10 00:00:00+00:00,-0.9227799865413945,0,10,1,2022,0,0
2022-01-10 01:00:00,0.9497321608705102,2022-01-10 01:00:00+00:00,-0.9726306133779842,1,10,1,2022,0,0
2022-01-10 02:00:00,0.7563603138169717,2022-01-10 02:00:00+00:00,-0.9726306133779842,2,10,1,2022,0,0
2022-01-10 03:00:00,0.4684253878649963,2022-01-10 03:00:00+00:00,-0.978861929269901,3,10,1,2022,0,0
2022-01-10 04:00:00,0.1283842755812291,2022-01-10 04:00:00+00:00,-0.9663992850234103,4,10,1,2022,0,0
2022-01-10 05:00:00,-0.20509531694223834,2022-01-10 05:00:00+00:00,-1.0287125685691474,5,10,1,2022,0,0
2022-01-10 06:00:00,-0.4189236667778876,2022-01-10 06:00:00+00:00,-1.0536378819874423,6,10,1,2022,0,0
2022-01-10 07:00:00,-0.566750847259934,2022-01-10 07:00:00+00:00,-1.0598692103420158,7,10,1,2022,0,0
2022-01-10 08:00:00,-0.6389275646232307,2022-01-10 08:00:00+00:00,-0.978861929269901,8,10,1,2022,0,0
2022-01-10 09:00:00,-0.6231027228483903,2022-01-10 09:00:00+00:00,-0.9414739716051156,9,10,1,2022,0,0
2022-01-10 10:00:00,-0.4714158248602853,2022-01-10 10:00:00+00:00,-0.9103173298322471,10,10,1,2022,0,0
2022-01-10 11:00:00,-0.11169015329561899,2022-01-10 11:00:00+00:00,-0.8729293597048048,11,10,1,2022,0,0
2022-01-10 12:00:00,0.4672674726131787,2022-01-10 12:00:00+00:00,-0.8791606880593786,12,10,1,2022,0,0
